GROUPING,CODE,NDC11,MOLECULE,SOURCE_COMPILE,SOURCE_DM,SOURCE_UCB,SOURCE_KOMODO,
STEROIDS,,63629158708,PREDNISONE,,,,1,
STEROIDS,,363063804,HYDROCORTISONE,,,,1,
STEROIDS,,11695220701,BETAMETHASONE,,,,1,
STEROIDS,,70518296300,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,30142036964,HYDROCORTISONE,,,,1,
STEROIDS,,54569032306,DEXAMETHASONE,,,,1,
STEROIDS,,54569033008,PREDNISONE,,,,1,
STEROIDS,,33261045001,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,33261051601,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,51407036630,BUDESONIDE,,,,1,
STEROIDS,,603319221,DEXAMETHASONE,,,,1,
STEROIDS,,713056015,HYDROCORTISONE,,,,1,
STEROIDS,,54569304306,PREDNISONE,,,,1,
STEROIDS,,23490656200,PREDNISOLONE,,,,1,
STEROIDS,,16781039160,HYDROCORTISONE,,,,1,
STEROIDS,,814625014,PREDNISOLONE,,,,1,
STEROIDS,,25332003101,PREDNISOLONE,,,,1,
STEROIDS,,68071438305,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,68784010812,CORTISONE ACETATE,,,,1,
STEROIDS,,68786022403,CORTISONE ACETATE,,,,1,
STEROIDS,,494112210,PREDNISOLONE,,,,1,
STEROIDS,,223426015,BETAMETHASONE,,,,1,
STEROIDS,,223649602,DEXAMETHASONE,,,,1,
STEROIDS,,60687071811,DEXAMETHASONE,,,,1,
STEROIDS,,591505210,PREDNISONE,,,,1,
STEROIDS,,591518301,HYDROCORTISONE,,,,1,
STEROIDS,,32600874,HYDROCORTISONE,,,,1,
STEROIDS,,60687058211,HYDROCORTISONE,,,,1,
STEROIDS,,414005429,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,41520031964,HYDROCORTISONE,,,,1,
STEROIDS,,71335152509,PREDNISONE,,,,1,
STEROIDS,,61360134003,BETAMETHASONE,,,,1,
STEROIDS,,54868609100,BETAMETHASONE,,,,1,
STEROIDS,,67296000102,PREDNISONE,,,,1,
STEROIDS,,50090100100,PREDNISONE,,,,1,
STEROIDS,,10337015366,HYDROCORTISONE,,,,1,
STEROIDS,,51432019110,HYDROCORTISONE,,,,1,
STEROIDS,,51432035606,PREDNISONE,,,,1,
STEROIDS,,63874032725,PREDNISONE,,,,1,
STEROIDS,,71800015631,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,23317034428,HYDROCORTISONE,,,,1,
STEROIDS,,68071254602,HYDROCORTISONE,,,,1,
STEROIDS,,723316462,CORTISONE ACETATE,,,,1,
STEROIDS,,64380078407,PREDNISONE,,,,1,
STEROIDS,,781618667,DEXAMETHASONE,,,,1,
STEROIDS,,41167003350,HYDROCORTISONE,,,,1,
STEROIDS,,10470403,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,54569133500,PREDNISOLONE,,,,1,
STEROIDS,,316012816,HYDROCORTISONE,,,,1,
STEROIDS,,51138014710,PREDNISONE,,,,1,
STEROIDS,,72189005505,PREDNISOLONE,,,,1,
STEROIDS,,63629878401,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,52959095515,HYDROCORTISONE,,,,1,
STEROIDS,,52959118103,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,536510798,HYDROCORTISONE,,,,1,
STEROIDS,,440025180,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,54868214301,HYDROCORTISONE,,,,1,
STEROIDS,,71338014473,HYDROCORTISONE,,,,1,
STEROIDS,,68788052803,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,26053014401,CORTISONE ACETATE,,,,1,
STEROIDS,,51129412102,PREDNISONE,,,,1,
STEROIDS,,21695058615,BETAMETHASONE,,,,1,
STEROIDS,,50090280405,PREDNISONE,,,,1,
STEROIDS,,58016096599,DEXAMETHASONE,,,,1,
STEROIDS,,54925002640,BETAMETHASONE,,,,1,
STEROIDS,,47046015701,HYDROCORTISONE,,,,1,
STEROIDS,,58016099314,METHYLPREDNISOLONE,,,,1,
STEROIDS,,51672404801,BETAMETHASONE,,,,1,
STEROIDS,,45802043803,CORTISONE ACETATE,,,,1,
STEROIDS,,45802043805,CORTISONE ACETATE,,,,1,
STEROIDS,,49158035616,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,986081315,PREDNISOLONE,,,,1,
STEROIDS,,24208095560,DEXAMETHASONE,,,,1,
STEROIDS,,63868099228,HYDROCORTISONE,,,,1,
STEROIDS,,59212070248,PREDNISOLONE,,,,1,
STEROIDS,,574410010,HYDROCORTISONE,,,,1,
STEROIDS,,46672080351,HYDROCORTISONE,,,,1,
STEROIDS,,9016501,PREDNISONE,,,,1,
STEROIDS,,9090013,HYDROCORTISONE,,,,1,
STEROIDS,,157092410,PREDNISONE,,,,1,
STEROIDS,,38245062405,CORTISONE ACETATE,,,,1,
STEROIDS,,68391031916,CORTISONE ACETATE,,,,1,
STEROIDS,,71335216004,PREDNISONE,,,,1,
STEROIDS,,63874014110,HYDROCORTISONE,,,,1,
STEROIDS,,54868022805,CORTISONE ACETATE,,,,1,
STEROIDS,,54348050620,PREDNISONE,,,,1,
STEROIDS,,70898020424,CORTISONE ACETATE,,,,1,
STEROIDS,,281005546,BETAMETHASONE,,,,1,
STEROIDS,,52959001901,HYDROCORTISONE,,,,1,
STEROIDS,,65853110,HYDROCORTISONE,,,,1,
STEROIDS,,82982004163,PREDNISONE,,,,1,
STEROIDS,,56651048499,PREDNISONE,,,,1,
STEROIDS,,47682092373,HYDROCORTISONE,,,,1,
STEROIDS,,71205023907,PREDNISONE,,,,1,
STEROIDS,,75940343,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,58016489701,METHYLPREDNISOLONE,,,,1,
STEROIDS,,58016609100,HYDROCORTISONE,,,,1,
STEROIDS,,50090622500,PREDNISONE,,,,1,
STEROIDS,,61919010820,PREDNISONE,,,,1,
STEROIDS,,364662754,PREDNISOLONE,,,,1,
STEROIDS,,364708777,HYDROCORTISONE,,,,1,
STEROIDS,,54868533401,DEXAMETHASONE,,,,1,
STEROIDS,,21695030715,PREDNISONE,,,,1,
STEROIDS,,51655001203,DEXAMETHASONE,,,,1,
STEROIDS,,11917004957,HYDROCORTISONE,,,,1,
STEROIDS,,85092904,BETAMETHASONE,,,,1,
STEROIDS,,173019786,HYDROCORTISONE,,,,1,
STEROIDS,,51944445005,DEXAMETHASONE,,,,1,
STEROIDS,,64583024,HYDROCORTISONE,,,,1,
STEROIDS,,603390021,HYDROCORTISONE,,,,1,
STEROIDS,,603390032,HYDROCORTISONE,,,,1,
STEROIDS,,66267094930,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,182154577,HYDROCORTISONE,,,,1,
STEROIDS,,839520749,HYDROCORTISONE,,,,1,
STEROIDS,,71335192602,PREDNISONE,,,,1,
STEROIDS,,55045324205,METHYLPREDNISOLONE,,,,1,
STEROIDS,,58980081102,HYDROCORTISONE,,,,1,
STEROIDS,,54569401700,PREDNISONE,,,,1,
STEROIDS,,54868083600,PREDNISONE,,,,1,
STEROIDS,,13985002860,DEXAMETHASONE,,,,1,
STEROIDS,,839670985,DEXAMETHASONE,,,,1,
STEROIDS,,72032065102,BUDESONIDE,,,,1,
STEROIDS,,53222062505,PREDNISONE,,,,1,
STEROIDS,,23490641801,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,69729010212,HYDROCORTISONE,,,,1,
STEROIDS,,52637070810,HYDROCORTISONE,,,,1,
STEROIDS,,55887094480,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,33261035120,PREDNISONE,,,,1,
STEROIDS,,71302711,BETAMETHASONE,,,,1,
STEROIDS,,33261062521,DEXAMETHASONE,,,,1,
STEROIDS,,686095560,DEXAMETHASONE,,,,1,
STEROIDS,,814236014,DEXAMETHASONE,,,,1,
STEROIDS,,81091002,HYDROCORTISONE,,,,1,
STEROIDS,,713080753,BETAMETHASONE,,,,1,
STEROIDS,,69454701,DEXAMETHASONE,,,,1,
STEROIDS,,58016078197,DEXAMETHASONE,,,,1,
STEROIDS,,41250044307,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,42708016621,PREDNISONE,,,,1,
STEROIDS,,52584014521,HYDROCORTISONE,,,,1,
STEROIDS,,13411022506,PREDNISONE,,,,1,
STEROIDS,,785906005,BETAMETHASONE,,,,1,
STEROIDS,,71872709201,DEXAMETHASONE,,,,1,
STEROIDS,,71335210801,DEXAMETHASONE,,,,1,
STEROIDS,,60219170701,PREDNISONE,,,,1,
STEROIDS,,998063505,PREDNISOLONE,,,,1,
STEROIDS,,46287001016,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,54868429300,PREDNISOLONE,,,,1,
STEROIDS,,927004130,HYDROCORTISONE,,,,1,
STEROIDS,,52410305003,CORTISONE ACETATE,,,,1,
STEROIDS,,63629662108,PREDNISONE,,,,1,
STEROIDS,,49349075757,BETAMETHASONE,,,,1,
STEROIDS,,68071456401,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,68786022301,HYDROCORTISONE,,,,1,
STEROIDS,,72189027628,CORTISONE ACETATE,,,,1,
STEROIDS,,72189038330,DEXAMETHASONE,,,,1,
STEROIDS,,65255013404,CORTISONE ACETATE,,,,1,
STEROIDS,,182506034,HYDROCORTISONE,,,,1,
STEROIDS,,182506045,HYDROCORTISONE,,,,1,
STEROIDS,,71335162802,PREDNISONE,,,,1,
STEROIDS,,363310603,HYDROCORTISONE,,,,1,
STEROIDS,,71850180801,CORTISONE ACETATE,,,,1,
STEROIDS,,13411044815,BETAMETHASONE,,,,1,
STEROIDS,,51432036006,PREDNISONE,,,,1,
STEROIDS,,23317034328,CORTISONE ACETATE,,,,1,
STEROIDS,,10350000416,HYDROCORTISONE,,,,1,
STEROIDS,,54569260700,CORTISONE ACETATE,,,,1,
STEROIDS,,781631170,HYDROCORTISONE,,,,1,
STEROIDS,,41167003500,HYDROCORTISONE,,,,1,
STEROIDS,,41167033502,HYDROCORTISONE,,,,1,
STEROIDS,,904077745,BETAMETHASONE,,,,1,
STEROIDS,,41167033600,HYDROCORTISONE,,,,1,
STEROIDS,,69367024312,CORTISONE ACETATE,,,,1,
STEROIDS,,52446037021,PREDNISONE,,,,1,
STEROIDS,,316017515,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,316017702,BETAMETHASONE,,,,1,
STEROIDS,,70382020410,DEXAMETHASONE,,,,1,
STEROIDS,,51138015415,PREDNISONE,,,,1,
STEROIDS,,17033012230,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,17033012375,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,17204024910,PREDNISOLONE,,,,1,
STEROIDS,,72162117001,PREDNISONE,,,,1,
STEROIDS,,45802000223,HYDROCORTISONE,,,,1,
STEROIDS,,50268041101,CORTISONE ACETATE,,,,1,
STEROIDS,,53002047130,DEXAMETHASONE,,,,1,
STEROIDS,,254785168,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,58118472800,PREDNISONE,,,,1,
STEROIDS,,49999005930,DEXAMETHASONE,,,,1,
STEROIDS,,58016096506,DEXAMETHASONE,,,,1,
STEROIDS,,51326010330,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,11695483101,BETAMETHASONE,,,,1,
STEROIDS,,58016099370,METHYLPREDNISOLONE,,,,1,
STEROIDS,,51672300701,HYDROCORTISONE,,,,1,
STEROIDS,,49158010208,HYDROCORTISONE,,,,1,
STEROIDS,,49158015524,HYDROCORTISONE,,,,1,
STEROIDS,,55910064625,HYDROCORTISONE,,,,1,
STEROIDS,,70518313700,BETAMETHASONE,,,,1,
STEROIDS,,23490541101,DEXAMETHASONE,,,,1,
STEROIDS,,53791005210,CORTISONE ACETATE,,,,1,
STEROIDS,,588535290,PREDNISOLONE,,,,1,
STEROIDS,,588535270,PREDNISOLONE,,,,1,
STEROIDS,,10023012950,DEXAMETHASONE,,,,1,
STEROIDS,,10056054164,HYDROCORTISONE,,,,1,
STEROIDS,,879043810,PREDNISONE,,,,1,
STEROIDS,,23345701,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,9027401,METHYLPREDNISOLONE,,,,1,
STEROIDS,,9341906,HYDROCORTISONE,,,,1,
STEROIDS,,157046231,HYDROCORTISONE,,,,1,
STEROIDS,,9347523,METHYLPREDNISOLONE,,,,1,
STEROIDS,,38245062731,HYDROCORTISONE,,,,1,
STEROIDS,,904257422,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,49396027736,HYDROCORTISONE,,,,1,
STEROIDS,,115147252,BETAMETHASONE,,,,1,
STEROIDS,,115169606,HYDROCORTISONE,,,,1,
STEROIDS,,68788950301,PREDNISONE,,,,1,
STEROIDS,,70934009610,PREDNISONE,,,,1,
STEROIDS,,281351050,BETAMETHASONE,,,,1,
STEROIDS,,50222030260,BETAMETHASONE,,,,1,
STEROIDS,,615154253,PREDNISONE,,,,1,
STEROIDS,,65063006,DEXAMETHASONE,,,,1,
STEROIDS,,69646070411,CORTISONE ACETATE,,,,1,
STEROIDS,,70518340101,PREDNISONE,,,,1,
STEROIDS,,52959006800,PREDNISOLONE,,,,1,
STEROIDS,,10291007310,PREDNISOLONE,,,,1,
STEROIDS,,47781014602,BUDESONIDE,,,,1,
STEROIDS,,51672127202,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,51672201501,HYDROCORTISONE,,,,1,
STEROIDS,,6009792,DEXAMETHASONE,,,,1,
STEROIDS,,50967035760,CORTISONE ACETATE,,,,1,
STEROIDS,,364734660,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,51672201001,HYDROCORTISONE,,,,1,
STEROIDS,,6006312,DEXAMETHASONE,,,,1,
STEROIDS,,21695030706,PREDNISONE,,,,1,
STEROIDS,,50090055900,PREDNISOLONE,,,,1,
STEROIDS,,736002220,CORTISONE ACETATE,,,,1,
STEROIDS,,54872625,PREDNISONE,,,,1,
STEROIDS,,482480420,CORTISONE ACETATE,,,,1,
STEROIDS,,85051702,BETAMETHASONE,,,,1,
STEROIDS,,54697003802,PREDNISONE,,,,1,
STEROIDS,,54799055105,PREDNISOLONE,,,,1,
STEROIDS,,51944222576,HYDROCORTISONE,,,,1,
STEROIDS,,121181410,DEXAMETHASONE,,,,1,
STEROIDS,,54868107001,DEXAMETHASONE,,,,1,
STEROIDS,,839122803,DEXAMETHASONE,,,,1,
STEROIDS,,13925016001,CORTISONE ACETATE,,,,1,
STEROIDS,,11673084264,HYDROCORTISONE,,,,1,
STEROIDS,,49348052172,HYDROCORTISONE,,,,1,
STEROIDS,,591736086,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,70518293600,DEXAMETHASONE,,,,1,
STEROIDS,,54868083608,PREDNISONE,,,,1,
STEROIDS,,54569403000,HYDROCORTISONE,,,,1,
STEROIDS,,68085801204,CORTISONE ACETATE,,,,1,
STEROIDS,,54569033106,PREDNISONE,,,,1,
STEROIDS,,69729030151,HYDROCORTISONE,,,,1,
STEROIDS,,54569478100,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,33261043204,PREDNISOLONE,,,,1,
STEROIDS,,16714098604,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,68016002411,HYDROCORTISONE,,,,1,
STEROIDS,,677167721,HYDROCORTISONE,,,,1,
STEROIDS,,68016006302,HYDROCORTISONE,,,,1,
STEROIDS,,43749062103,HYDROCORTISONE,,,,1,
STEROIDS,,57319054771,BETAMETHASONE,,,,1,
STEROIDS,,66336051521,PREDNISONE,,,,1,
STEROIDS,,58016021723,PREDNISONE,,,,1,
STEROIDS,,68786022402,CORTISONE ACETATE,,,,1,
STEROIDS,,68788001804,PREDNISONE,,,,1,
STEROIDS,,71879000101,DEXAMETHASONE,,,,1,
STEROIDS,,52549404806,BETAMETHASONE,,,,1,
STEROIDS,,496071703,CORTISONE ACETATE,,,,1,
STEROIDS,,223416203,HYDROCORTISONE,,,,1,
STEROIDS,,839772149,HYDROCORTISONE,,,,1,
STEROIDS,,52384004210,PREDNISOLONE,,,,1,
STEROIDS,,247007121,PREDNISONE,,,,1,
STEROIDS,,591505202,PREDNISONE,,,,1,
STEROIDS,,591545001,DEXAMETHASONE,,,,1,
STEROIDS,,19162024910,PREDNISOLONE,,,,1,
STEROIDS,,50090235300,BETAMETHASONE,,,,1,
STEROIDS,,68071065205,PREDNISONE,,,,1,
STEROIDS,,247007242,PREDNISONE,,,,1,
STEROIDS,,68788826702,PREDNISONE,,,,1,
STEROIDS,,496095305,CORTISONE ACETATE,,,,1,
STEROIDS,,11980002206,PREDNISOLONE,,,,1,
STEROIDS,,59930157502,BETAMETHASONE,,,,1,
STEROIDS,,14043060126,BETAMETHASONE,,,,1,
STEROIDS,,10340000301,HYDROCORTISONE,,,,1,
STEROIDS,,51414010707,HYDROCORTISONE,,,,1,
STEROIDS,,536051595,HYDROCORTISONE,,,,1,
STEROIDS,,64380083506,PREDNISONE,,,,1,
STEROIDS,,603533815,PREDNISONE,,,,1,
STEROIDS,,182020189,PREDNISONE,,,,1,
STEROIDS,,378064201,PREDNISONE,,,,1,
STEROIDS,,58864042409,PREDNISONE,,,,1,
STEROIDS,,54569257500,BETAMETHASONE,,,,1,
STEROIDS,,76413012915,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,71335162808,PREDNISONE,,,,1,
STEROIDS,,527778178,HYDROCORTISONE,,,,1,
STEROIDS,,64980032530,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,50090008804,DEXAMETHASONE,,,,1,
STEROIDS,,349225210,PREDNISONE,,,,1,
STEROIDS,,54569077200,BETAMETHASONE,,,,1,
STEROIDS,,53489013810,PREDNISONE,,,,1,
STEROIDS,,68071494505,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,53002081271,DEXAMETHASONE,,,,1,
STEROIDS,,53002081992,HYDROCORTISONE,,,,1,
STEROIDS,,70786025801,BETAMETHASONE,,,,1,
STEROIDS,,25463008108,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,11822348540,HYDROCORTISONE,,,,1,
STEROIDS,,45802006405,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,536510895,HYDROCORTISONE,,,,1,
STEROIDS,,61786084246,BETAMETHASONE,,,,1,
STEROIDS,,45802006942,BETAMETHASONE,,,,1,
STEROIDS,,67457041900,DEXAMETHASONE,,,,1,
STEROIDS,,55700020305,PREDNISONE,,,,1,
STEROIDS,,63629225901,PREDNISONE,,,,1,
STEROIDS,,66467155608,CORTISONE ACETATE,,,,1,
STEROIDS,,115428000,PREDNISOLONE,,,,1,
STEROIDS,,68788907103,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,55887064360,PREDNISONE,,,,1,
STEROIDS,,51326010530,CORTISONE ACETATE,,,,1,
STEROIDS,,54868628800,BETAMETHASONE,,,,1,
STEROIDS,,117115502,PREDNISONE,,,,1,
STEROIDS,,58016029015,DEXAMETHASONE,,,,1,
STEROIDS,,45802047253,CORTISONE ACETATE,,,,1,
STEROIDS,,527117305,CORTISONE ACETATE,,,,1,
STEROIDS,,60429013205,PREDNISONE,,,,1,
STEROIDS,,524011810,PREDNISOLONE,,,,1,
STEROIDS,,603781178,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,24236024802,PREDNISONE,,,,1,
STEROIDS,,78087601,DEXAMETHASONE,,,,1,
STEROIDS,,50090144500,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,61392040825,PREDNISONE,,,,1,
STEROIDS,,63777024701,HYDROCORTISONE,,,,1,
STEROIDS,,9007302,METHYLPREDNISOLONE,,,,1,
STEROIDS,,157092210,PREDNISOLONE,,,,1,
STEROIDS,,168025610,HYDROCORTISONE,,,,1,
STEROIDS,,168026760,BETAMETHASONE,,,,1,
STEROIDS,,378750332,BUDESONIDE,,,,1,
STEROIDS,,381066110,DEXAMETHASONE,,,,1,
STEROIDS,,65179048020,CORTISONE ACETATE,,,,1,
STEROIDS,,65179048107,CORTISONE ACETATE,,,,1,
STEROIDS,,904217560,METHYLPREDNISOLONE,,,,1,
STEROIDS,,904274127,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,47837012210,PREDNISONE,,,,1,
STEROIDS,,47837012310,PREDNISONE,,,,1,
STEROIDS,,472015015,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,63874074505,DEXAMETHASONE,,,,1,
STEROIDS,,247126890,PREDNISOLONE,,,,1,
STEROIDS,,281005760,BETAMETHASONE,,,,1,
STEROIDS,,52959013600,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,70518345800,DEXAMETHASONE,,,,1,
STEROIDS,,70518370100,BETAMETHASONE,,,,1,
STEROIDS,,659250105,DEXAMETHASONE,,,,1,
STEROIDS,,50436432502,PREDNISONE,,,,1,
STEROIDS,,10631040601,HYDROCORTISONE,,,,1,
STEROIDS,,472038115,BETAMETHASONE,,,,1,
STEROIDS,,54522000210,HYDROCORTISONE,,,,1,
STEROIDS,,50332004201,CORTISONE ACETATE,,,,1,
STEROIDS,,71335065106,PREDNISONE,,,,1,
STEROIDS,,71205074110,PREDNISONE,,,,1,
STEROIDS,,781324572,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,10130021010,METHYLPREDNISOLONE,,,,1,
STEROIDS,,93067315,BETAMETHASONE,,,,1,
STEROIDS,,49825011901,HYDROCORTISONE,,,,1,
STEROIDS,,93681773,BUDESONIDE,,,,1,
STEROIDS,,50090480200,METHYLPREDNISOLONE,,,,1,
STEROIDS,,51432070716,BETAMETHASONE,,,,1,
STEROIDS,,63629861401,BETAMETHASONE,,,,1,
STEROIDS,,17478027510,PREDNISOLONE,,,,1,
STEROIDS,,62174015726,HYDROCORTISONE,,,,1,
STEROIDS,,51944056035,DEXAMETHASONE,,,,1,
STEROIDS,,490715670,PREDNISONE,,,,1,
STEROIDS,,66267094730,HYDROCORTISONE,,,,1,
STEROIDS,,182139545,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,839122806,DEXAMETHASONE,,,,1,
STEROIDS,,839514358,PREDNISONE,,,,1,
STEROIDS,,70771107505,BUDESONIDE,,,,1,
STEROIDS,,102311601,PREDNISONE,,,,1,
STEROIDS,,13925016307,CORTISONE ACETATE,,,,1,
STEROIDS,,54868060500,HYDROCORTISONE,,,,1,
STEROIDS,,65615043010,HYDROCORTISONE,,,,1,
STEROIDS,,55045247202,BETAMETHASONE,,,,1,
STEROIDS,,157019870,CORTISONE ACETATE,,,,1,
STEROIDS,,49738036964,CORTISONE ACETATE,,,,1,
STEROIDS,,52512069204,HYDROCORTISONE,,,,1,
STEROIDS,,58016021715,PREDNISONE,,,,1,
STEROIDS,,463615501,PREDNISONE,,,,1,
STEROIDS,,469102010,METHYLPREDNISOLONE,,,,1,
STEROIDS,,496075564,CORTISONE ACETATE,,,,1,
STEROIDS,,80425019301,PREDNISONE,,,,1,
STEROIDS,,839753590,CORTISONE ACETATE,,,,1,
STEROIDS,,48102004720,DEXAMETHASONE,,,,1,
STEROIDS,,60270020810,DEXAMETHASONE,,,,1,
STEROIDS,,33251913,HYDROCORTISONE,,,,1,
STEROIDS,,247010015,PREDNISONE,,,,1,
STEROIDS,,247010016,PREDNISONE,,,,1,
STEROIDS,,364039701,DEXAMETHASONE,,,,1,
STEROIDS,,23490614401,PREDNISOLONE,,,,1,
STEROIDS,,23490614402,PREDNISOLONE,,,,1,
STEROIDS,,3046665,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,55887082905,DEXAMETHASONE,,,,1,
STEROIDS,,69454501,DEXAMETHASONE,,,,1,
STEROIDS,,217840408,PREDNISOLONE,,,,1,
STEROIDS,,51407035701,PREDNISONE,,,,1,
STEROIDS,,719174513,PREDNISONE,,,,1,
STEROIDS,,11651004701,HYDROCORTISONE,,,,1,
STEROIDS,,42037040910,CORTISONE ACETATE,,,,1,
STEROIDS,,16590037344,PREDNISONE,,,,1,
STEROIDS,,677137712,CORTISONE ACETATE,,,,1,
STEROIDS,,143973805,PREDNISONE,,,,1,
STEROIDS,,247017430,HYDROCORTISONE,,,,1,
STEROIDS,,17022200903,HYDROCORTISONE,,,,1,
STEROIDS,,61919036521,PREDNISONE,,,,1,
STEROIDS,,62294069003,HYDROCORTISONE,,,,1,
STEROIDS,,41520003364,HYDROCORTISONE,,,,1,
STEROIDS,,11917018246,HYDROCORTISONE,,,,1,
STEROIDS,,59930154201,BETAMETHASONE,,,,1,
STEROIDS,,247001715,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,70069002225,DEXAMETHASONE,,,,1,
STEROIDS,,50090333002,PREDNISONE,,,,1,
STEROIDS,,51662143201,DEXAMETHASONE,,,,1,
STEROIDS,,54418325,DEXAMETHASONE,,,,1,
STEROIDS,,54569245200,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,52959026215,BETAMETHASONE,,,,1,
STEROIDS,,63874032715,PREDNISONE,,,,1,
STEROIDS,,63874037360,PREDNISONE,,,,1,
STEROIDS,,10356012054,HYDROCORTISONE,,,,1,
STEROIDS,,363033956,HYDROCORTISONE,,,,1,
STEROIDS,,603459332,METHYLPREDNISOLONE,,,,1,
STEROIDS,,23317032616,HYDROCORTISONE,,,,1,
STEROIDS,,53002951101,DEXAMETHASONE,,,,1,
STEROIDS,,719315187,CORTISONE ACETATE,,,,1,
STEROIDS,,41167003420,HYDROCORTISONE,,,,1,
STEROIDS,,66267017320,PREDNISONE,,,,1,
STEROIDS,,54569122400,DEXAMETHASONE,,,,1,
STEROIDS,,51129242601,PREDNISONE,,,,1,
STEROIDS,,65302004201,BUDESONIDE,,,,1,
STEROIDS,,247030505,DEXAMETHASONE,,,,1,
STEROIDS,,781149501,PREDNISONE,,,,1,
STEROIDS,,17033012224,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,17033028224,BETAMETHASONE,,,,1,
STEROIDS,,72189003835,DEXAMETHASONE,,,,1,
STEROIDS,,63629941601,HYDROCORTISONE,,,,1,
STEROIDS,,52959142203,BETAMETHASONE,,,,1,
STEROIDS,,21695018515,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,75834014712,CORTISONE ACETATE,,,,1,
STEROIDS,,54569538900,CORTISONE ACETATE,,,,1,
STEROIDS,,536432410,PREDNISONE,,,,1,
STEROIDS,,54868214302,HYDROCORTISONE,,,,1,
STEROIDS,,53002096559,DEXAMETHASONE,,,,1,
STEROIDS,,25463000480,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,703003104,METHYLPREDNISOLONE,,,,1,
STEROIDS,,53002082863,BETAMETHASONE,,,,1,
STEROIDS,,254509331,PREDNISONE,,,,1,
STEROIDS,,21695059505,DEXAMETHASONE,,,,1,
STEROIDS,,50090260800,PREDNISONE,,,,1,
STEROIDS,,115292002,CORTISONE ACETATE,,,,1,
STEROIDS,,11695483507,BETAMETHASONE,,,,1,
STEROIDS,,70518327501,HYDROCORTISONE,,,,1,
STEROIDS,,53261092701,BETAMETHASONE,,,,1,
STEROIDS,,615053630,PREDNISONE,,,,1,
STEROIDS,,24236021702,PREDNISONE,,,,1,
STEROIDS,,677069810,PREDNISONE,,,,1,
STEROIDS,,68032010617,CORTISONE ACETATE,,,,1,
STEROIDS,,46193010350,PREDNISOLONE,,,,1,
STEROIDS,,71335173605,PREDNISONE,,,,1,
STEROIDS,,603786278,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,49158027408,HYDROCORTISONE,,,,1,
